primary,target_mode,lead,model,pooled_test_accuracy,sharpe,ann_return,max_drawdown,sortino,hit_rate,pct_traded,n_oos_days
GBP/USD,ternary,1,Ensemble (weighted train acc),0.7273809523809524,0.16552760931872132,0.0020209688170349516,-0.01630372512782896,0.04370440085319112,0.4230769230769231,0.030952380952380953,840.0
GBP/USD,ternary,1,"Logistic (sklearn, on global PCA)",0.3464285714285714,0.1256383276790856,0.00606228693334443,-0.10812233243430325,0.11725167546542897,0.5087719298245614,0.40714285714285714,840.0
GBP/USD,ternary,1,XGBoost,0.7035714285714286,0.06415123367395964,0.0011481185651249781,-0.025206783076374473,0.026507501257415456,0.4918032786885246,0.07261904761904762,840.0
GBP/USD,ternary,1,Hist gradient boosting,0.5916666666666667,-0.011926006364833194,-0.0004229706551615031,-0.047321811455712015,-0.008099007332327962,0.5095238095238095,0.25,840.0
GBP/USD,ternary,1,Ensemble (mean proba),0.7333333333333333,-0.4190425277449007,-0.00403479237112514,-0.019715255951404886,-0.0854711586200673,0.3333333333333333,0.025,840.0
GBP/USD,ternary,1,Gradient boosting (sklearn),0.6202380952380953,-0.6398997953354246,-0.026795827248672466,-0.1077839287662804,-0.4006113937797887,0.457286432160804,0.2369047619047619,840.0
GBP/USD,ternary,1,Random forest,0.7726190476190476,-0.8723946507074155,-0.0011363877025971636,-0.0040531911050061264,-0.3056828671244294,0.25,0.004761904761904762,840.0
GBP/USD,ternary,1,MLP neural net,0.7773809523809524,,0.0,0.0,,,0.0,840.0
GBP/USD,ternary,1,SVM (RBF),0.7797619047619048,,0.0,0.0,,,0.0,840.0
GBP/USD,ternary,2,Hist gradient boosting,0.44285714285714284,0.7900958161740832,0.0632474638164775,-0.1068692704532096,0.7135365612821988,0.5457317073170732,0.3904761904761905,840.0
GBP/USD,ternary,2,"Logistic (sklearn, on global PCA)",0.34523809523809523,0.6253413431621648,0.05654629735823091,-0.22249744439748131,0.458088417029142,0.5539772727272727,0.41904761904761906,840.0
GBP/USD,ternary,2,Ensemble (mean proba),0.49166666666666664,0.4844051809700844,0.031069113994441233,-0.1014938504120595,0.28714012704625475,0.543046357615894,0.17976190476190476,840.0
GBP/USD,ternary,2,SVM (RBF),0.580952380952381,0.4340573116626138,0.0034792250376423084,-0.005702416023630974,,0.6666666666666666,0.0035714285714285713,840.0
GBP/USD,ternary,2,Ensemble (weighted train acc),0.4785714285714286,0.3044707480978273,0.018066799904530972,-0.1014938504120595,0.16748982572776663,0.546583850931677,0.19166666666666668,840.0
GBP/USD,ternary,2,Random forest,0.5488095238095239,0.18290653099727294,0.006474685227807031,-0.08699867740547562,0.034826923975462824,0.6153846153846154,0.04642857142857143,840.0
GBP/USD,ternary,2,XGBoost,0.46190476190476193,0.0603508840122488,0.003822815457675155,-0.12678674397806555,0.040331709518430355,0.5276595744680851,0.27976190476190477,840.0
GBP/USD,ternary,2,"MNLogit (statsmodels, PCA)",0.5059523809523809,-0.12588588383625066,-0.009778765558181024,-0.22249744439748165,-0.06160597111513356,0.5197368421052632,0.18095238095238095,840.0
GBP/USD,ternary,2,MLP neural net,0.5869047619047619,-0.8425739345528843,-0.002126711409822013,-0.007082041613558188,-0.08912152167777648,0.0,0.0035714285714285713,840.0
GBP/USD,ternary,2,Gradient boosting (sklearn),0.4119047619047619,-0.9189657402756589,-0.07411991459511291,-0.29566925643604236,-0.6846917997468424,0.46368715083798884,0.4261904761904762,840.0
GBP/USD,ternary,3,MLP neural net,0.4785714285714286,0.8677928192762733,0.05450135423693525,-0.045866774460632365,0.6700622597432063,0.5555555555555556,0.04285714285714286,840.0
GBP/USD,ternary,3,Hist gradient boosting,0.3607142857142857,0.6246652867353695,0.07956168387842322,-0.28044158367672634,0.5504392513663321,0.5511111111111111,0.5357142857142857,840.0
GBP/USD,ternary,3,SVM (RBF),0.4369047619047619,0.4189340742894079,0.012437492679434392,-0.061642571257117695,0.21851310131247295,0.5517241379310345,0.06904761904761905,840.0
GBP/USD,ternary,3,Ensemble (mean proba),0.34404761904761905,0.2608332314663293,0.029369694683333947,-0.3051177820448543,0.1853323786358665,0.5537459283387622,0.36547619047619045,840.0
GBP/USD,ternary,3,"Logistic (sklearn, on global PCA)",0.2761904761904762,0.04960896509345981,0.006044000892092116,-0.2743217461716403,0.048459592372965724,0.5113871635610766,0.575,840.0
GBP/USD,ternary,3,XGBoost,0.3535714285714286,0.01127239364118417,0.0013433107667697453,-0.29222436322240086,0.00915102383085414,0.5314861460957179,0.4726190476190476,840.0
GBP/USD,ternary,3,Ensemble (weighted train acc),0.34404761904761905,0.0046043101492667495,0.0005291437946861599,-0.3051177820448543,0.0034284461451036924,0.5315315315315315,0.3964285714285714,840.0
GBP/USD,ternary,3,"MNLogit (statsmodels, PCA)",0.35,-0.3501635268093869,-0.03976199389966495,-0.3051177820448542,-0.27731834346626694,0.5043227665706052,0.41309523809523807,840.0
GBP/USD,ternary,3,Random forest,0.3821428571428571,-0.5486466623227947,-0.05297144690241751,-0.31652944974681374,-0.2906864620141428,0.5,0.2,840.0
GBP/USD,ternary,3,Gradient boosting (sklearn),0.3333333333333333,-0.7837783846455356,-0.0957290527066218,-0.3326468105719491,-0.7826478174229842,0.4846153846153846,0.6190476190476191,840.0
GBP/USD,ternary,4,"MNLogit (statsmodels, PCA)",0.3130952380952381,0.44746338912702033,0.0662026363017143,-0.29303182608170075,0.4494901740192952,0.5279642058165548,0.5321428571428571,840.0
GBP/USD,ternary,4,"Logistic (sklearn, on global PCA)",0.2904761904761905,0.371390670366222,0.05649278272960201,-0.29303182608170086,0.4032730403406466,0.5155038759689923,0.6142857142857143,840.0
GBP/USD,ternary,4,MLP neural net,0.4083333333333333,0.24726850582108795,0.017289434841673446,-0.11984357868456053,0.09338972389459362,0.5476190476190477,0.1,840.0
GBP/USD,ternary,4,SVM (RBF),0.3464285714285714,-0.04054664008020308,-0.0023165959667797997,-0.1480290294361033,-0.037319875563961165,0.5113122171945701,0.2630952380952381,840.0
GBP/USD,ternary,4,Hist gradient boosting,0.3130952380952381,-0.28540923684732095,-0.0431853369869073,-0.3364622085742405,-0.31379867913155135,0.5130890052356021,0.6821428571428572,840.0
GBP/USD,ternary,4,Ensemble (mean proba),0.33214285714285713,-0.30873162411034794,-0.042042665679624114,-0.35869738940528495,-0.27860632641022587,0.514018691588785,0.5095238095238095,840.0
GBP/USD,ternary,4,Random forest,0.3380952380952381,-0.39983900225178665,-0.044917345273347564,-0.31269205069575734,-0.2976527235761059,0.5075757575757576,0.3142857142857143,840.0
GBP/USD,ternary,4,XGBoost,0.32857142857142857,-0.4117236469125568,-0.060511262236444874,-0.4028542903267752,-0.4042929490877033,0.518796992481203,0.6333333333333333,840.0
GBP/USD,ternary,4,Gradient boosting (sklearn),0.36904761904761907,-0.4574669825967691,-0.06850831097118082,-0.39960134125751456,-0.4719161755779314,0.5055147058823529,0.6476190476190476,840.0
GBP/USD,ternary,4,Ensemble (weighted train acc),0.32976190476190476,-0.49612677904185803,-0.06950573519017067,-0.4114361859842881,-0.44950581020596053,0.5108695652173914,0.5476190476190477,840.0
GBP/USD,ternary,5,"MNLogit (statsmodels, PCA)",0.31785714285714284,0.638805209486139,0.1124890074342626,-0.4639267211274126,0.5952706699784899,0.5316205533596838,0.6023809523809524,840.0
GBP/USD,ternary,5,"Logistic (sklearn, on global PCA)",0.30714285714285716,0.5852781635375789,0.10152599956360686,-0.46392672112741284,0.5476862111715725,0.5352380952380953,0.625,840.0
GBP/USD,ternary,5,Hist gradient boosting,0.32142857142857145,0.40154958736123175,0.07265574307495437,-0.2208765697792272,0.465599074306996,0.5120593692022264,0.6416666666666667,840.0
GBP/USD,ternary,5,SVM (RBF),0.3380952380952381,0.2673535586453,0.02223338348165438,-0.16394775698797925,0.256538289556964,0.5016722408026756,0.35595238095238096,840.0
GBP/USD,ternary,5,Ensemble (mean proba),0.34523809523809523,0.24095474363546318,0.037943263294061946,-0.3701325838814058,0.22141087157014827,0.5169300225733634,0.5273809523809524,840.0
GBP/USD,ternary,5,XGBoost,0.34523809523809523,0.2017009585268449,0.035192474616470903,-0.33038054427166064,0.20956226041952183,0.5095419847328244,0.6238095238095238,840.0
GBP/USD,ternary,5,Ensemble (weighted train acc),0.34285714285714286,0.16819121606986892,0.02681498927254289,-0.3856440679766229,0.15991522568790487,0.5096774193548387,0.5535714285714286,840.0
GBP/USD,ternary,5,Random forest,0.3416666666666667,-0.21504673841683397,-0.029894882702482306,-0.2888421028599437,-0.1782942089165389,0.4985835694050991,0.42023809523809524,840.0
GBP/USD,ternary,5,Gradient boosting (sklearn),0.32142857142857145,-0.4058638673420697,-0.06459857472004726,-0.3474368014388687,-0.4391318454386557,0.47731397459165154,0.655952380952381,840.0
GBP/USD,ternary,5,MLP neural net,0.3535714285714286,-0.608107482353679,-0.07689869854020326,-0.4465806003154258,-0.237397907154195,0.4642857142857143,0.1,840.0
GBP/USD,ternary,6,Gradient boosting (sklearn),0.3464285714285714,0.4075917391957848,0.08098248070069913,-0.46394604729621913,0.4161139046034205,0.5351170568561873,0.7119047619047619,840.0
GBP/USD,ternary,6,"MNLogit (statsmodels, PCA)",0.34285714285714286,0.23027197254192047,0.04450719363120603,-0.494282166846987,0.22219012530428953,0.5186567164179104,0.638095238095238,840.0
GBP/USD,ternary,6,"Logistic (sklearn, on global PCA)",0.3345238095238095,0.1378017587788846,0.02571686925531025,-0.4884817702347689,0.1287032592221176,0.5155038759689923,0.6142857142857143,840.0
GBP/USD,ternary,6,Hist gradient boosting,0.3607142857142857,0.06683794950927761,0.013507073529254177,-0.3712357444145681,0.0752757462669481,0.4957983193277311,0.7083333333333334,840.0
GBP/USD,ternary,6,XGBoost,0.33690476190476193,-0.13230042039153486,-0.025321861324881234,-0.41823424647849594,-0.14352511175307,0.5083333333333333,0.7142857142857143,840.0
GBP/USD,ternary,6,Random forest,0.3404761904761905,-0.2558000700316775,-0.040640158109591096,-0.38540629899565326,-0.22036254461036103,0.5025125628140703,0.4738095238095238,840.0
GBP/USD,ternary,6,MLP neural net,0.3380952380952381,-0.2961376211505876,-0.04554520698487452,-0.5144722433790907,-0.13637407533770252,0.5488721804511278,0.15833333333333333,840.0
GBP/USD,ternary,6,Ensemble (mean proba),0.34285714285714286,-0.3093018977925483,-0.05601972955537582,-0.4566166586153577,-0.29541861360782884,0.5068493150684932,0.6083333333333333,840.0
GBP/USD,ternary,6,Ensemble (weighted train acc),0.33690476190476193,-0.38850148711335325,-0.07038925747157232,-0.4368668289598471,-0.38094759473166867,0.5,0.6309523809523809,840.0
GBP/USD,ternary,6,SVM (RBF),0.3261904761904762,-0.41074389750761636,-0.042521700168098975,-0.29071118769869786,-0.4462360365830282,0.46649484536082475,0.46190476190476193,840.0
GBP/USD,ternary,7,Random forest,0.35,0.4600696407198824,0.07634424092694747,-0.22669715881088104,0.5120379696368621,0.4939759036144578,0.49404761904761907,840.0
GBP/USD,ternary,7,Hist gradient boosting,0.36547619047619045,0.24573546939583063,0.05380176897975475,-0.3954496189298058,0.2979799706234503,0.49477351916376305,0.6833333333333333,840.0
GBP/USD,ternary,7,SVM (RBF),0.3392857142857143,-0.05222653785347827,-0.0067434662142282775,-0.2660936724992552,-0.05761704373235233,0.48668280871670705,0.49166666666666664,840.0
GBP/USD,ternary,7,Gradient boosting (sklearn),0.3535714285714286,-0.05232229851801484,-0.010298398806176556,-0.4955115020478109,-0.06015161523568833,0.5050847457627119,0.7023809523809523,840.0
GBP/USD,ternary,7,XGBoost,0.3678571428571429,-0.15373616908566157,-0.030017731487623767,-0.41354622422678466,-0.1855926325478678,0.49225473321858865,0.6916666666666667,840.0
GBP/USD,ternary,7,"Logistic (sklearn, on global PCA)",0.319047619047619,-0.19416677520362627,-0.03952898557337259,-0.5384456405395395,-0.1909251629505834,0.49168207024029575,0.6440476190476191,840.0
GBP/USD,ternary,7,Ensemble (weighted train acc),0.3535714285714286,-0.3650417858350656,-0.07133158022221786,-0.49803698747544367,-0.3439219174076861,0.4911242603550296,0.6035714285714285,840.0
GBP/USD,ternary,7,Ensemble (mean proba),0.35833333333333334,-0.3990965951245235,-0.07654728589925897,-0.5010520790908659,-0.3708311832646149,0.4868686868686869,0.5892857142857143,840.0
GBP/USD,ternary,7,"MNLogit (statsmodels, PCA)",0.32857142857142857,-0.5617214485248022,-0.11198361917499522,-0.5609139331055508,-0.5555648639797204,0.47706422018348627,0.6488095238095238,840.0
GBP/USD,ternary,7,MLP neural net,0.319047619047619,-0.6027673872761959,-0.10351460560779524,-0.5516652821635908,-0.39805489809264843,0.4875444839857651,0.3345238095238095,840.0
GBP/USD,ternary,8,Hist gradient boosting,0.32142857142857145,0.23875429870113227,0.05683912465159402,-0.39496163985556776,0.2948167163184428,0.505654281098546,0.736904761904762,840.0
GBP/USD,ternary,8,MLP neural net,0.35119047619047616,-0.008713703736973647,-0.0016499286948438163,-0.5667866083017796,-0.004879159141831401,0.5363636363636364,0.2619047619047619,840.0
GBP/USD,ternary,8,SVM (RBF),0.3119047619047619,-0.01870801700962379,-0.002529334166040176,-0.3281250139231059,-0.025006364603535627,0.47121535181236673,0.5583333333333333,840.0
GBP/USD,ternary,8,XGBoost,0.30238095238095236,-0.07918020727954286,-0.017981258204714523,-0.3815716694120317,-0.09537766644021063,0.48414023372287146,0.7130952380952381,840.0
GBP/USD,ternary,8,Ensemble (weighted train acc),0.30238095238095236,-0.1331936524521346,-0.027708890348542514,-0.4764090682703438,-0.14279232721585008,0.48703703703703705,0.6428571428571429,840.0
GBP/USD,ternary,8,Random forest,0.2988095238095238,-0.17177114400888224,-0.028485763067820802,-0.3544845003665058,-0.2089770663484572,0.47345132743362833,0.5380952380952381,840.0
GBP/USD,ternary,8,Gradient boosting (sklearn),0.3107142857142857,-0.38991412415960325,-0.08572509503060799,-0.46519735660948025,-0.45625719181603097,0.4796084828711256,0.7297619047619047,840.0
GBP/USD,ternary,8,Ensemble (mean proba),0.305952380952381,-0.45435983384654316,-0.08873540009532532,-0.5267403873775454,-0.47280156406905466,0.4793233082706767,0.6333333333333333,840.0
GBP/USD,ternary,8,"Logistic (sklearn, on global PCA)",0.31785714285714284,-0.45938876332101497,-0.09591798936386897,-0.5918710540914196,-0.4626283197240085,0.47668393782383417,0.6892857142857143,840.0
GBP/USD,ternary,8,"MNLogit (statsmodels, PCA)",0.3202380952380952,-0.7489449302656472,-0.15602007204402057,-0.6368116995637466,-0.778534891310165,0.474025974025974,0.7333333333333333,840.0
GBP/USD,ternary,9,"Logistic (sklearn, on global PCA)",0.3392857142857143,0.8318785753458691,0.18567343258325741,-0.41676851210455956,0.9642254663409074,0.5146299483648882,0.6916666666666667,840.0
GBP/USD,ternary,9,MLP neural net,0.33690476190476193,0.7613155530990903,0.09663386185311751,-0.26645897057059287,0.6859461861907871,0.4791666666666667,0.22857142857142856,840.0
GBP/USD,ternary,9,"MNLogit (statsmodels, PCA)",0.325,0.4668555487446663,0.10521131562588537,-0.4729770060794358,0.5498841907595446,0.5032679738562091,0.7285714285714285,840.0
GBP/USD,ternary,9,XGBoost,0.3119047619047619,0.22989924474376555,0.049712264512764115,-0.43028244162201357,0.32811279128021587,0.4768976897689769,0.7214285714285714,840.0
GBP/USD,ternary,9,Ensemble (mean proba),0.32976190476190476,0.09124869127538689,0.01785974183760497,-0.45206838697423024,0.10773729647238013,0.47547169811320755,0.6309523809523809,840.0
GBP/USD,ternary,9,Hist gradient boosting,0.32976190476190476,0.05405094230616607,0.011399416077230162,-0.40775642019265623,0.06715959168263244,0.49122807017543857,0.7464285714285714,840.0
GBP/USD,ternary,9,Ensemble (weighted train acc),0.3261904761904762,-0.0034420798107091975,-0.0006698588113346338,-0.4639745496338923,-0.004079000673246269,0.47794117647058826,0.6476190476190476,840.0
GBP/USD,ternary,9,SVM (RBF),0.3142857142857143,-0.004401929441840554,-0.0006871345722749833,-0.30308488312117554,-0.005475657111964716,0.48440748440748443,0.5726190476190476,840.0
GBP/USD,ternary,9,Random forest,0.2988095238095238,-0.7830772993489636,-0.11292219541882853,-0.438788237291605,-0.7831638062053137,0.4650112866817156,0.5273809523809524,840.0
GBP/USD,ternary,9,Gradient boosting (sklearn),0.2988095238095238,-0.8954552127385792,-0.18024796374583396,-0.5811674297902978,-1.1188779862968345,0.4466338259441708,0.725,840.0
GBP/USD,ternary,10,"Logistic (sklearn, on global PCA)",0.32261904761904764,1.3327602265634475,0.2909289513848956,-0.43413394914151693,2.1260885150296325,0.4981481481481482,0.6428571428571429,840.0
GBP/USD,ternary,10,"MNLogit (statsmodels, PCA)",0.31547619047619047,0.9018350395399222,0.1983429918251549,-0.46791977990035893,1.3410630322587498,0.486013986013986,0.680952380952381,840.0
GBP/USD,ternary,10,MLP neural net,0.37023809523809526,0.6566789148115744,0.11800105944249006,-0.493617771750428,0.4778001565217715,0.5467836257309941,0.40714285714285714,840.0
GBP/USD,ternary,10,SVM (RBF),0.36904761904761907,0.2744053764913375,0.04722945795314937,-0.3501611441971012,0.33796785232110116,0.5071574642126789,0.5821428571428572,840.0
GBP/USD,ternary,10,Ensemble (mean proba),0.32976190476190476,-0.1637893594476951,-0.03338373179211407,-0.5325424147386901,-0.18208388394507713,0.48867924528301887,0.6309523809523809,840.0
GBP/USD,ternary,10,Ensemble (weighted train acc),0.3238095238095238,-0.34271773830154445,-0.06963981200428926,-0.5600556538833756,-0.3907307078473734,0.48381294964028776,0.6619047619047619,840.0
GBP/USD,ternary,10,Hist gradient boosting,0.2988095238095238,-0.6740180003270149,-0.14392625131008974,-0.6508411963824481,-0.8638622630860645,0.46337579617834396,0.7476190476190476,840.0
GBP/USD,ternary,10,XGBoost,0.31547619047619047,-0.8927169335326842,-0.168254063634668,-0.6746201606707388,-1.0214992311604902,0.4791666666666667,0.7428571428571429,840.0
GBP/USD,ternary,10,Random forest,0.33214285714285713,-1.2470186916414683,-0.20751692097986307,-0.640827009105807,-1.2103557345461968,0.45253863134657835,0.5392857142857143,840.0
GBP/USD,ternary,10,Gradient boosting (sklearn),0.3238095238095238,-1.4218664279725024,-0.25783790682082086,-0.7939722858638263,-1.549150239871619,0.4813664596273292,0.7666666666666667,840.0
USD/JPY,binary,1,Ensemble (mean proba),0.4988095238095238,0.8105697828172804,0.05141789664158103,-0.05421420211274264,1.2138002090065787,0.5006321112515802,0.9416666666666667,840.0
USD/JPY,binary,1,SVM (RBF),0.5202380952380953,0.6951684876628877,0.03698719858478183,-0.052801292897998175,0.9886328337923416,0.5172413793103449,0.8630952380952381,840.0
USD/JPY,binary,1,Ensemble (weighted train acc),0.4988095238095238,0.5330042948732406,0.03393850168011814,-0.07208847623832038,0.7488426483647942,0.4968632371392723,0.9488095238095238,840.0
USD/JPY,binary,1,"Logit (statsmodels, PCA)",0.5035714285714286,0.4602362720968434,0.02976073735769713,-0.08741045165357597,0.7001971805960817,0.5055624227441285,0.9630952380952381,840.0
USD/JPY,binary,1,XGBoost,0.4976190476190476,0.4315920923479233,0.02827137537098512,-0.0665546759514325,0.6388540362446634,0.49516908212560384,0.9857142857142858,840.0
USD/JPY,binary,1,"Probit (statsmodels, PCA)",0.5023809523809524,0.41068676514369357,0.026315894975397658,-0.08653299142865978,0.6201007894903154,0.5061881188118812,0.9619047619047619,840.0
USD/JPY,binary,1,"Logistic (sklearn, on global PCA)",0.5011904761904762,0.3033947680208757,0.018938686792708603,-0.05962233289652075,0.47404645536684537,0.5037220843672456,0.9595238095238096,840.0
USD/JPY,binary,1,Gradient boosting (sklearn),0.5,0.2675093872953565,0.017436698690858732,-0.11445116306697956,0.3446637379412585,0.5006002400960384,0.9916666666666667,840.0
USD/JPY,binary,1,Random forest,0.49523809523809526,0.1900714114552603,0.011630569323960449,-0.08500611066071029,0.24527889593383667,0.5006257822277848,0.9511904761904761,840.0
USD/JPY,binary,1,MLP neural net,0.48928571428571427,-0.161498622054245,-0.010071633662421475,-0.1229948780498833,-0.22442311101066903,0.48787061994609165,0.8833333333333333,840.0
USD/JPY,binary,1,Hist gradient boosting,0.49047619047619045,-0.2280039852063293,-0.01463940790944318,-0.1090378033159225,-0.2993691738801913,0.49101796407185627,0.9940476190476191,840.0
USD/JPY,binary,2,MLP neural net,0.513095238095238,0.6133975160179841,0.052573363176544374,-0.20312090289988682,0.8361078593430926,0.5194986072423399,0.8547619047619047,840.0
USD/JPY,binary,2,Ensemble (mean proba),0.5119047619047619,0.5400763670269074,0.04696110014767574,-0.1511144921520059,0.7880120903592172,0.5129151291512916,0.9678571428571429,840.0
USD/JPY,binary,2,"Probit (statsmodels, PCA)",0.5107142857142857,0.4471615319804116,0.040165560750600626,-0.13258474348065574,0.6651391505056434,0.5141451414514145,0.9678571428571429,840.0
USD/JPY,binary,2,Ensemble (weighted train acc),0.5095238095238095,0.42915535934689125,0.03840865941358662,-0.1449375869883721,0.5904573141939601,0.5129151291512916,0.9678571428571429,840.0
USD/JPY,binary,2,"Logit (statsmodels, PCA)",0.513095238095238,0.4253177133484214,0.03817856337913228,-0.13034282431850386,0.6323196557465106,0.5129151291512916,0.9678571428571429,840.0
USD/JPY,binary,2,"Logistic (sklearn, on global PCA)",0.513095238095238,0.33215592116075077,0.029659014690015528,-0.14141527002359455,0.49094388641230413,0.5128205128205128,0.975,840.0
USD/JPY,binary,2,Random forest,0.5226190476190476,0.2825518250121107,0.02513946960257951,-0.14009053719914544,0.35333497014429827,0.5181476846057572,0.9511904761904761,840.0
USD/JPY,binary,2,SVM (RBF),0.5154761904761904,0.09439735914822042,0.00826362662798763,-0.18797424047454003,0.1218751060128886,0.5119798234552333,0.944047619047619,840.0
USD/JPY,binary,2,Hist gradient boosting,0.5047619047619047,0.06652155193670424,0.005902539446076105,-0.14171447756847222,0.08991093533561535,0.503030303030303,0.9821428571428571,840.0
USD/JPY,binary,2,XGBoost,0.5095238095238095,-0.06857031656077409,-0.0060508706461430695,-0.14069659009562907,-0.08977244687156292,0.5066666666666667,0.9821428571428571,840.0
USD/JPY,binary,2,Gradient boosting (sklearn),0.4976190476190476,-0.62162225726903,-0.05360955840112991,-0.23126989998164538,-0.7805298740319285,0.4975903614457831,0.9880952380952381,840.0
USD/JPY,binary,3,Ensemble (mean proba),0.5404761904761904,1.47004889913866,0.1691193917527669,-0.15778123571932678,2.2912723810294104,0.5375153751537516,0.9678571428571429,840.0
USD/JPY,binary,3,"Logit (statsmodels, PCA)",0.5333333333333333,1.3339908948108545,0.15337232514595978,-0.1833467709211053,2.052747122743266,0.5358444714459295,0.9797619047619047,840.0
USD/JPY,binary,3,"Probit (statsmodels, PCA)",0.5345238095238095,1.318800718146813,0.1519915250256607,-0.1864195403572496,2.040623325470654,0.532608695652174,0.9857142857142858,840.0
USD/JPY,binary,3,Ensemble (weighted train acc),0.5238095238095238,1.307367436223009,0.15020066272494415,-0.15778123571932645,1.9988847072670053,0.5325153374233129,0.9702380952380952,840.0
USD/JPY,binary,3,"Logistic (sklearn, on global PCA)",0.5273809523809524,1.217953839128385,0.13895672774626133,-0.17878932132323266,1.8857480296718017,0.5296251511487303,0.9845238095238096,840.0
USD/JPY,binary,3,Random forest,0.5285714285714286,0.6017598277651547,0.06582965989043066,-0.19800403876015937,0.7877218502335647,0.5275,0.9523809523809523,840.0
USD/JPY,binary,3,MLP neural net,0.49166666666666664,0.5842039340785791,0.06280781424640747,-0.21735634618898125,0.8832554325468287,0.4986910994764398,0.9095238095238095,840.0
USD/JPY,binary,3,XGBoost,0.5190476190476191,0.5693933498530217,0.06293166674955675,-0.1952652921473853,0.7779298273439469,0.5187424425634825,0.9845238095238096,840.0
USD/JPY,binary,3,Hist gradient boosting,0.5166666666666667,0.4880482999349763,0.054032047364549696,-0.18205891633392235,0.6595578807136238,0.5155875299760192,0.9928571428571429,840.0
USD/JPY,binary,3,SVM (RBF),0.5083333333333333,0.44894983080869566,0.0487727123237196,-0.18845021840432585,0.6173342593614338,0.5156445556946183,0.9511904761904761,840.0
USD/JPY,binary,3,Gradient boosting (sklearn),0.5166666666666667,-0.024999677584376937,-0.00268404130860167,-0.3238638903548323,-0.03095627013807938,0.5169082125603864,0.9857142857142858,840.0
USD/JPY,binary,4,XGBoost,0.5416666666666666,1.7581740303956035,0.24771600892969015,-0.1810159899734749,2.557496096950361,0.5418181818181819,0.9821428571428571,840.0
USD/JPY,binary,4,"Logit (statsmodels, PCA)",0.55,1.6349107828730456,0.2293756619367351,-0.19558327571840817,2.364660202512303,0.551640340218712,0.9797619047619047,840.0
USD/JPY,binary,4,"Probit (statsmodels, PCA)",0.5488095238095239,1.5718151107608458,0.21998734071717108,-0.1955832757184085,2.2858681525325486,0.5504252733900364,0.9797619047619047,840.0
USD/JPY,binary,4,Ensemble (weighted train acc),0.530952380952381,1.4818426397564501,0.20572515271164948,-0.1955832757184084,2.1464843376219354,0.5311355311355311,0.975,840.0
USD/JPY,binary,4,Ensemble (mean proba),0.5321428571428571,1.465381314898619,0.2022110972546851,-0.19558327571840806,2.1136725780470065,0.5342298288508558,0.9738095238095238,840.0
USD/JPY,binary,4,Gradient boosting (sklearn),0.530952380952381,1.4475853200562687,0.20127248948012633,-0.18212218857772122,2.1438105703668118,0.53125,0.9904761904761905,840.0
USD/JPY,binary,4,"Logistic (sklearn, on global PCA)",0.5464285714285714,1.3800529516619056,0.19123794126117644,-0.19558327571840817,2.01060785482128,0.5461165048543689,0.9809523809523809,840.0
USD/JPY,binary,4,SVM (RBF),0.5321428571428571,1.3100262618801508,0.18008840692421524,-0.23420993815731705,1.7733398092190755,0.5343980343980343,0.969047619047619,840.0
USD/JPY,binary,4,Hist gradient boosting,0.5166666666666667,1.0235746166674824,0.13891535618712636,-0.1907999977314463,1.4669327016283966,0.5191846522781774,0.9928571428571429,840.0
USD/JPY,binary,4,Random forest,0.5154761904761904,1.015162874125577,0.13635029444430558,-0.2082363092317081,1.4325692741893672,0.5183823529411765,0.9714285714285714,840.0
USD/JPY,binary,4,MLP neural net,0.5107142857142857,0.6395017158608133,0.08287476907623881,-0.31287750825425165,0.9248379287559206,0.512853470437018,0.9261904761904762,840.0
USD/JPY,binary,5,Hist gradient boosting,0.5642857142857143,2.123854701169638,0.34445133855011933,-0.21057613133347441,3.177274671918459,0.5652694610778443,0.9940476190476191,840.0
USD/JPY,binary,5,XGBoost,0.569047619047619,2.0305815652254524,0.32756026225670754,-0.22665017453320213,2.946986155938234,0.5700598802395209,0.9940476190476191,840.0
USD/JPY,binary,5,Ensemble (weighted train acc),0.569047619047619,1.9981386695036953,0.32112237273010624,-0.233867158300755,2.880680151365687,0.5688405797101449,0.9857142857142858,840.0
USD/JPY,binary,5,Gradient boosting (sklearn),0.5523809523809524,1.9852040871584236,0.3188137969697693,-0.21057613133347397,3.1264431096612126,0.5523465703971119,0.9892857142857143,840.0
USD/JPY,binary,5,Ensemble (mean proba),0.5619047619047619,1.9209429635050859,0.30634402225764523,-0.23386715830075477,2.7705414062763967,0.5650060753341434,0.9797619047619047,840.0
USD/JPY,binary,5,"Logit (statsmodels, PCA)",0.5571428571428572,1.7661886469999566,0.27841432364726515,-0.23386715830075444,2.5485167651290785,0.5614457831325301,0.9880952380952381,840.0
USD/JPY,binary,5,"Probit (statsmodels, PCA)",0.5595238095238095,1.7523010431535742,0.2765478892801827,-0.233867158300755,2.532815518391435,0.5600961538461539,0.9904761904761905,840.0
USD/JPY,binary,5,"Logistic (sklearn, on global PCA)",0.555952380952381,1.7017325975773427,0.266933811055291,-0.23386715830075477,2.4567102356143113,0.5556900726392252,0.9833333333333333,840.0
USD/JPY,binary,5,SVM (RBF),0.5583333333333333,1.38676311183898,0.2124119447147741,-0.27806434337480923,1.8529761226294637,0.559074299634592,0.9773809523809524,840.0
